case,fault_type,service,window_id,window_start_seconds,requests,spans,median_latency,p95_latency,error_rate
re2ob_checkoutservice_delay_2,delay,currencyservice,16,480,368,1131,141.0,251.5,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,16,480,25,25,202.0,397.5999999999999,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,16,480,390,4203,3787.0,61589.999999999854,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,16,480,19,19,184.0,417.79999999999984,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,16,480,364,2127,12.0,23.699999999999818,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,16,480,290,568,3482.0,4606.849999999999,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,17,510,52,124,3923.5,74972.99999999999,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,17,510,350,1249,141.0,251.19999999999982,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,17,510,20,20,53.0,471.3,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,17,510,398,4201,4064.0,73655.0,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,17,510,14,14,164.0,397.55,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,17,510,358,1979,12.0,23.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,17,510,269,526,3522.0,4541.0,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,18,540,59,154,4008.5,61932.549999999974,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,18,540,364,1190,140.5,240.54999999999995,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,18,540,24,24,143.0,298.09999999999997,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,18,540,405,4342,3861.5,58818.09999999998,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,18,540,18,18,173.0,329.2499999999993,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,18,540,377,2148,12.0,23.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,18,540,292,572,3546.0,4593.25,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,19,570,74,188,4006.0,71562.95000000004,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,19,570,374,1223,143.0,250.89999999999986,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,19,570,25,25,207.0,365.1999999999999,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,19,570,402,4299,4114.0,71688.2,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,19,570,19,19,209.0,362.49999999999966,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,19,570,369,2114,13.0,29.34999999999991,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,19,570,285,558,3594.5,5009.749999999999,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,20,600,63,166,4086.5,88243.0,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,20,600,359,1156,137.0,236.75,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,20,600,25,25,192.0,414.99999999999966,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,20,600,394,4207,3999.0,76992.7,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,20,600,19,19,190.0,272.4999999999998,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,20,600,363,2088,12.0,23.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,20,600,286,560,3523.0,4687.65,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,21,630,97,254,3997.5,74740.8,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,21,630,408,1194,141.0,239.3499999999999,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,21,630,30,30,212.0,380.19999999999993,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,21,630,418,4528,3816.0,59751.85,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,21,630,24,24,182.0,812.1999999999989,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,21,630,395,2351,13.0,24.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,21,630,316,620,3555.0,4659.699999999999,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,22,660,52,128,3892.5,70091.29999999999,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,22,660,345,1103,139.0,262.89999999999986,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,22,660,21,21,46.0,222.0,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,22,660,381,4093,3721.0,62280.39999999995,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,22,660,15,15,206.0,894.2999999999993,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,22,660,352,2041,12.0,25.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,22,660,281,550,3428.0,4387.999999999997,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,23,690,78,196,3968.5,80253.75,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,23,690,386,1351,140.0,241.5,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,23,690,25,25,204.0,420.39999999999975,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,23,690,430,4400,3897.0,72561.20000000004,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,23,690,19,19,175.0,230.5,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,23,690,380,2051,12.0,22.5,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,23,690,276,540,3477.5,4395.5,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,0,0,57,146,4047.5,75282.5,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,0,0,357,1169,143.0,254.0,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,0,0,23,23,78.0,376.2999999999999,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,0,0,399,4260,3843.5,65193.64999999991,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,0,0,17,17,179.0,273.4,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,0,0,370,2104,12.0,25.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,0,0,288,564,3452.0,4641.55,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,1,30,95,246,4039.0,76949.75,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,1,30,411,1243,140.0,226.89999999999986,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,1,30,29,29,206.0,397.3999999999998,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,1,30,435,4593,3741.0,67448.59999999995,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,1,30,23,23,189.0,273.09999999999997,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,1,30,404,2335,12.0,24.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,1,30,313,614,3509.0,4446.35,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,2,60,60,152,4168.5,72058.24999999997,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,2,60,359,1180,141.0,252.04999999999995,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,2,60,23,23,103.0,327.3999999999999,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,2,60,390,4242,3838.0,66547.39999999995,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,2,60,17,17,190.0,318.19999999999993,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,2,60,364,2099,12.0,24.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,2,60,285,558,3436.5,4160.099999999999,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,3,90,70,180,3895.0,88881.14999999973,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,3,90,355,1129,139.0,217.19999999999982,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,3,90,25,25,197.0,337.59999999999997,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,3,90,379,4076,3825.0,66184.25,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,3,90,19,19,186.0,262.5999999999997,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,3,90,354,2030,12.0,24.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,3,90,276,540,3452.0,4602.25,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,4,120,59,154,3965.5,70662.2,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,4,120,372,1318,140.0,247.14999999999986,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,4,120,24,24,124.0,321.45,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,4,120,439,4569,4021.0,69715.99999999994,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,4,120,18,18,191.0,320.14999999999947,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,4,120,396,2187,13.0,28.699999999999818,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,4,120,291,570,3530.0,4835.949999999998,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,5,150,82,208,3968.5,70813.24999999996,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,5,150,375,1171,141.0,259.0,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,5,150,26,26,203.0,445.25,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,5,150,393,4177,3949.0,67301.59999999999,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,5,150,20,20,192.0,678.3000000000003,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,5,150,358,2086,12.0,25.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,5,150,283,554,3437.0,4227.300000000001,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,6,180,48,116,3903.5,72165.25,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,6,180,340,1159,142.0,260.0999999999999,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,6,180,20,20,55.5,336.05,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,6,180,386,4116,3859.0,65502.5,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,6,180,14,14,171.0,257.34999999999997,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,6,180,355,1998,12.0,24.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,6,180,272,532,3510.0,4462.9,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,7,210,81,198,3680.0,72919.19999999998,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,7,210,382,1276,141.0,228.25,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,7,210,24,24,131.0,460.39999999999964,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,7,210,404,4394,3860.0,69480.49999999987,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,7,210,18,18,185.0,352.54999999999995,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,7,210,375,2164,12.0,21.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,7,210,287,562,3405.0,4278.949999999999,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,8,240,89,226,3986.0,78195.25,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,8,240,411,1294,140.0,238.0,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,8,240,27,27,195.0,398.79999999999995,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,8,240,433,4633,3788.0,69172.59999999987,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,8,240,21,21,188.0,390.0,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,8,240,399,2321,12.0,21.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,8,240,311,610,3416.5,4326.599999999999,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,9,270,75,198,3957.5,79117.74999999996,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,9,270,359,1147,139.0,235.4000000000001,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,9,270,27,27,201.0,443.09999999999997,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,9,270,387,4094,3706.5,65641.75,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,9,270,21,21,185.0,356.0,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,9,270,357,2024,12.0,25.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,9,270,275,538,3457.0,4700.349999999999,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,10,300,84,216,4100.0,89717.25,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,10,300,401,1169,141.0,251.5999999999999,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,10,300,27,27,217.0,358.59999999999997,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,10,300,418,4477,3849.0,68286.19999999997,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,10,300,21,21,183.0,442.0,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,10,300,391,2304,12.0,24.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,10,300,316,620,3429.5,4609.249999999999,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,11,330,59,150,3876.5,71607.84999999987,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,11,330,365,1262,137.0,214.0,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,11,330,23,23,64.0,421.0999999999998,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,11,330,412,4323,3760.0,68824.79999999999,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,11,330,17,17,168.0,231.39999999999998,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,11,330,372,2058,12.0,23.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,11,330,281,550,3456.0,4200.95,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,12,360,102,268,4041.0,76227.99999999999,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,12,360,408,1204,142.0,254.8499999999999,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,12,360,31,31,210.0,368.0,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,12,360,417,4434,3710.5,63150.849999999926,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,12,360,25,25,186.0,514.3999999999993,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,12,360,387,2267,12.0,22.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,12,360,306,600,3470.5,4511.999999999998,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,13,390,87,238,4069.5,70917.54999999992,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,13,390,407,1262,139.0,242.95000000000005,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,13,390,31,31,204.0,354.5,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,13,390,447,4615,3971.0,72316.0,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,13,390,25,25,182.0,435.79999999999984,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,13,390,415,2288,12.0,22.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,13,390,311,610,3362.5,4318.799999999999,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,14,420,48,116,3868.5,74944.25,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,14,420,347,1271,141.0,248.5,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,14,420,20,20,56.5,290.70000000000005,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,14,420,405,4214,3970.0,68972.64999999997,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,14,420,14,14,164.5,262.84999999999997,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,14,420,359,1951,12.0,25.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,14,420,265,518,3503.5,4544.15,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,15,450,107,290,4021.0,74542.7,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,15,450,415,1245,143.0,241.99999999999977,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,15,450,34,34,227.5,441.65,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,15,450,427,4450,3995.0,71267.80000000002,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,15,450,28,28,185.0,258.25,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,15,450,394,2223,12.0,26.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,15,450,302,592,3465.0,4378.749999999997,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,16,480,47,122,3971.0,62678.39999999999,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,16,480,352,1106,143.0,239.0,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,16,480,22,22,64.5,425.45,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,16,480,400,4322,3907.0,67576.59999999998,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,16,480,16,16,177.5,210.0,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,16,480,377,2200,12.0,24.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,16,480,301,590,3502.5,6286.699999999993,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,17,510,89,226,4056.5,75810.25,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,17,510,409,1343,137.0,251.89999999999986,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,17,510,27,27,195.0,301.0,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,17,510,429,4653,4100.0,76872.79999999993,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,17,510,21,21,187.0,327.0,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,17,510,400,2297,12.0,22.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,17,510,305,598,3412.5,4587.75,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,18,540,72,188,4061.5,77414.55000000002,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,18,540,365,1133,144.0,237.39999999999986,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,18,540,26,26,199.0,308.0,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,18,540,403,4238,3913.5,66628.04999999992,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,18,540,20,20,169.0,271.50000000000006,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,18,540,370,2141,13.0,31.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,18,540,289,566,3564.5,4606.0,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,19,570,66,168,4064.5,83580.50000000007,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,19,570,388,1259,146.0,258.0,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,19,570,24,24,128.5,377.3499999999999,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,19,570,423,4565,3856.0,68678.60000000002,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,19,570,18,18,182.0,321.9999999999999,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,19,570,390,2267,12.0,23.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,19,570,307,602,3517.0,4553.449999999998,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,20,600,52,124,3926.0,76174.15,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,20,600,341,1069,141.0,252.5999999999999,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,20,600,20,20,51.5,485.35,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,20,600,374,4070,3806.0,66120.29999999997,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,20,600,14,14,171.0,370.34999999999997,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,20,600,353,2065,13.0,26.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,20,600,281,550,3512.0,4401.849999999999,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,21,630,74,184,3920.5,90140.14999999989,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,21,630,374,1225,140.0,246.0,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,21,630,24,24,131.5,307.84999999999997,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,21,630,399,4276,4023.5,72022.25,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,21,630,18,18,169.5,470.3499999999998,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,21,630,365,2105,12.0,25.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,21,630,283,554,3553.0,5039.900000000001,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,22,660,61,158,4021.5,74021.65000000001,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,22,660,363,1258,137.0,231.0,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,22,660,24,24,137.5,285.79999999999995,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,22,660,414,4436,3859.0,72760.75,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,22,660,18,18,171.5,376.549999999999,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,22,660,378,2168,12.0,23.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,22,660,288,564,3515.0,4659.7,0.0
re2ob_checkoutservice_delay_3,delay,checkoutservice,23,690,59,138,3907.0,74905.05000000002,0.0
re2ob_checkoutservice_delay_3,delay,currencyservice,23,690,354,1179,143.0,238.29999999999973,0.0
re2ob_checkoutservice_delay_3,delay,emailservice,23,690,20,20,53.0,292.55,0.0
re2ob_checkoutservice_delay_3,delay,frontendservice,23,690,382,4215,3837.0,62617.399999999994,0.0
re2ob_checkoutservice_delay_3,delay,paymentservice,23,690,14,14,178.0,410.25,0.0
re2ob_checkoutservice_delay_3,delay,productcatalogservice,23,690,358,2097,12.0,25.0,0.0
re2ob_checkoutservice_delay_3,delay,recommendationservice,23,690,281,550,3477.0,4464.15,0.0
re2ob_checkoutservice_cpu_1,cpu,checkoutservice,0,0,88,212,3747.0,308657.14999999997,0.0
re2ob_checkoutservice_cpu_1,cpu,currencyservice,0,0,355,1264,92.0,174.0,0.0
re2ob_checkoutservice_cpu_1,cpu,emailservice,0,0,24,24,133.0,327.94999999999993,0.0
re2ob_checkoutservice_cpu_1,cpu,frontendservice,0,0,367,4015,3986.0,206725.19999999995,0.0
re2ob_checkoutservice_cpu_1,cpu,paymentservice,0,0,18,18,184.5,380.49999999999886,0.0
re2ob_checkoutservice_cpu_1,cpu,productcatalogservice,0,0,332,1926,11.0,21.0,0.0
re2ob_checkoutservice_cpu_1,cpu,recommendationservice,0,0,251,490,3343.0,4917.699999999999,0.0
re2ob_checkoutservice_cpu_1,cpu,checkoutservice,1,30,64,160,3892.0,297220.1,0.0
re2ob_checkoutservice_cpu_1,cpu,currencyservice,1,30,348,1073,100.0,183.0,0.0
re2ob_checkoutservice_cpu_1,cpu,emailservice,1,30,23,23,115.0,717.8999999999995,0.0
re2ob_checkoutservice_cpu_1,cpu,frontendservice,1,30,374,4070,3756.5,194415.74999999997,0.0
re2ob_checkoutservice_cpu_1,cpu,paymentservice,1,30,17,17,184.0,1450.1999999999998,0.0
re2ob_checkoutservice_cpu_1,cpu,productcatalogservice,1,30,358,2077,11.0,22.0,0.0
re2ob_checkoutservice_cpu_1,cpu,recommendationservice,1,30,280,548,3396.0,5244.049999999998,0.0
re2ob_checkoutservice_cpu_1,cpu,checkoutservice,2,60,75,186,4046.5,210950.0,0.0
re2ob_checkoutservice_cpu_1,cpu,currencyservice,2,60,375,1171,99.0,183.5,0.0
re2ob_checkoutservice_cpu_1,cpu,emailservice,2,60,24,24,195.0,296.79999999999995,0.0
re2ob_checkoutservice_cpu_1,cpu,frontendservice,2,60,411,4324,3781.0,204181.3499999995,0.0
re2ob_checkoutservice_cpu_1,cpu,paymentservice,2,60,18,18,191.5,910.7999999999938,0.0
re2ob_checkoutservice_cpu_1,cpu,productcatalogservice,2,60,378,2180,11.0,24.0,0.0
re2ob_checkoutservice_cpu_1,cpu,recommendationservice,2,60,294,576,3401.0,4874.0,0.0
re2ob_checkoutservice_cpu_1,cpu,checkoutservice,3,90,90,236,3974.0,304253.5,0.0
re2ob_checkoutservice_cpu_1,cpu,currencyservice,3,90,385,1138,98.0,184.29999999999973,0.0
re2ob_checkoutservice_cpu_1,cpu,emailservice,3,90,29,29,205.0,278.99999999999994,0.0
re2ob_checkoutservice_cpu_1,cpu,frontendservice,3,90,399,4257,3598.0,196504.19999999987,0.0
re2ob_checkoutservice_cpu_1,cpu,paymentservice,3,90,23,23,194.0,504.6999999999998,0.0
re2ob_checkoutservice_cpu_1,cpu,productcatalogservice,3,90,374,2197,11.0,22.0,0.0
re2ob_checkoutservice_cpu_1,cpu,recommendationservice,3,90,295,578,3386.0,4809.849999999999,0.0
re2ob_checkoutservice_cpu_1,cpu,checkoutservice,4,120,86,224,3968.0,299420.89999999997,0.0
re2ob_checkoutservice_cpu_1,cpu,currencyservice,4,120,382,1189,94.0,184.5999999999999,0.0
re2ob_checkoutservice_cpu_1,cpu,emailservice,4,120,28,28,207.5,365.59999999999997,0.0
re2ob_checkoutservice_cpu_1,cpu,frontendservice,4,120,403,4253,3935.0,212490.19999999995,0.0
re2ob_checkoutservice_cpu_1,cpu,paymentservice,4,120,22,22,208.0,359.55,0.0
re2ob_checkoutservice_cpu_1,cpu,productcatalogservice,4,120,378,2117,11.0,22.0,0.0
re2ob_checkoutservice_cpu_1,cpu,recommendationservice,4,120,285,558,3455.5,5188.6,0.0
re2ob_checkoutservice_cpu_1,cpu,checkoutservice,5,150,77,198,3984.5,301210.35,0.0
re2ob_checkoutservice_cpu_1,cpu,currencyservice,5,150,383,1233,91.0,184.39999999999986,0.0
re2ob_checkoutservice_cpu_1,cpu,emailservice,5,150,26,26,202.5,361.25,0.0
re2ob_checkoutservice_cpu_1,cpu,frontendservice,5,150,419,4482,3736.0,195404.29999999996,0.0
re2ob_checkoutservice_cpu_1,cpu,paymentservice,5,150,20,20,178.5,310.8000000000002,0.0
re2ob_checkoutservice_cpu_1,cpu,productcatalogservice,5,150,388,2251,11.0,21.0,0.0
re2ob_checkoutservice_cpu_1,cpu,recommendationservice,5,150,299,586,3393.5,4883.0,0.0
re2ob_checkoutservice_cpu_1,cpu,checkoutservice,6,180,68,172,3996.0,213452.59999999998,0.0
re2ob_checkoutservice_cpu_1,cpu,currencyservice,6,180,344,1099,100.0,182.0,0.0
re2ob_checkoutservice_cpu_1,cpu,emailservice,6,180,24,24,132.5,339.8999999999999,0.0
re2ob_checkoutservice_cpu_1,cpu,frontendservice,6,180,368,3867,3670.0,184259.59999999998,0.0
re2ob_checkoutservice_cpu_1,cpu,paymentservice,6,180,18,18,172.5,378.69999999999897,0.0
re2ob_checkoutservice_cpu_1,cpu,productcatalogservice,6,180,335,1895,13.0,23.0,0.0
re2ob_checkoutservice_cpu_1,cpu,recommendationservice,6,180,260,508,3524.0,4937.749999999998,0.0
re2ob_checkoutservice_cpu_1,cpu,checkoutservice,7,210,50,124,4189.5,197363.4499999999,0.0
re2ob_checkoutservice_cpu_1,cpu,currencyservice,7,210,322,1024,100.0,180.8499999999999,0.0
re2ob_checkoutservice_cpu_1,cpu,emailservice,7,210,21,21,49.0,465.0,0.0
re2ob_checkoutservice_cpu_1,cpu,frontendservice,7,210,361,3906,3589.5,182128.25,0.0
re2ob_checkoutservice_cpu_1,cpu,paymentservice,7,210,15,15,194.0,644.499999999999,0.0
re2ob_checkoutservice_cpu_1,cpu,productcatalogservice,7,210,343,1980,12.0,24.049999999999955,0.0
